"user_id","num_clicks","num_sessions","avg_session_duration","avg_bags","age","gender","married","has_children","home_country","home_city","home_airport","num_trips","num_flights","money_spent_hotel","time_after_booking","avg_km_flown","customer_group","perk"
"232647","100","8","93.8750000000000000","1.00000000000000000000","19","F","false","false","usa","birmingham","BHM","2","2","2343","7.0000000000000000","1436.751018608673","Dreamers","15% on Group Booking Discount on hotels and flights"
"249521","151","8","140.6250000000000000","1.00000000000000000000","60","F","true","true","canada","ottawa","YOW","2","2","369.4","8.0000000000000000","3739.589951281529","Family Traveller","Family Suite Discount"
"252835","117","8","108.2500000000000000","0.60000000000000000000","39","F","false","true","usa","chicago","ORD","5","10","1460","7.4000000000000000","1859.2391123662837","Family Traveller","Family Suite Discount"
"258451","167","8","219.8750000000000000","","24","F","false","false","usa","miami","OPF","0","0","0","0","0","Dreamers","15% on Group Booking Discount on hotels and flights"
"264470","118","8","111.0000000000000000","0.50000000000000000000","46","F","false","true","usa","bakersfield","BFL","2","4","2127","8.0000000000000000","2391.635179278391","Family Traveller","Family Suite Discount"
"276512","98","8","91.3750000000000000","1.00000000000000000000","42","F","true","true","usa","austin","AUS","1","2","100","10.0000000000000000","2409.253288662373","Family Traveller","Family Suite Discount"
"281952","158","8","146.3750000000000000","1.5000000000000000","38","F","false","false","usa","louisville","LOU","2","4","236.30","7.0000000000000000","1966.8305718481147","Dreamers","15% on Group Booking Discount on hotels and flights"
"283325","114","8","105.6250000000000000","0.00000000000000000000","51","F","true","false","usa","dallas","DAL","2","2","2884","5.0000000000000000","2838.442946557796","Dreamers","15% on Group Booking Discount on hotels and flights"
"290123","190","9","155.8888888888888889","0.85714285714285714286","42","F","true","false","usa","houston","HOU","7","13","3583","6.1428571428571429","2533.380197339184","Business Travellers","kilos free"
"297546","207","8","192.8750000000000000","0.75000000000000000000","52","F","true","false","usa","new york","JFK","5","8","3542.00","5.0000000000000000","1772.7370842413172","Young adult frequent travellers","Free WiFi "
"298253","98","8","91.7500000000000000","2.0000000000000000","47","F","true","true","usa","los angeles","LAX","1","2","0","6.0000000000000000","4183.68105154044","Family Traveller","Family Suite Discount"
"299476","187","9","154.1111111111111111","0.00000000000000000000","39","F","true","false","usa","atlanta","ATL","1","2","71","7.0000000000000000","1090.0004072477632","Dreamers","15% on Group Booking Discount on hotels and flights"
"306165","89","8","82.5000000000000000","","22","F","false","false","usa","cleveland","CLE","0","0","0","0","0","Dreamers","15% on Group Booking Discount on hotels and flights"
"306819","329","8","1061.8750000000000000","0.33333333333333333333","61","F","true","true","usa","new york","JFK","1","2","370","4.0000000000000000","293.18110814727305","Family Traveller","Family Suite Discount"
"312488","76","8","71.0000000000000000","1.00000000000000000000","31","M","true","false","usa","new york","JFK","1","2","0","6.0000000000000000","2171.5337603216926","Dreamers","15% on Group Booking Discount on hotels and flights"
"313724","351","8","1110.3750000000000000","0.80000000000000000000","52","F","false","false","usa","tulsa","TUL","4","6","3217","5.6666666666666667","1710.0279977104167","Young adult frequent travellers","Free WiFi "
"316527","139","8","130.0000000000000000","0.25000000000000000000","42","F","true","true","canada","winnipeg","YWG","4","8","5658.30","7.2500000000000000","1940.680351442159","Family Traveller","Family Suite Discount"
"317688","133","8","124.0000000000000000","0.50000000000000000000","41","F","false","true","usa","indianapolis","IND","4","8","1076.00","8.0000000000000000","1634.6874456759483","Family Traveller","Family Suite Discount"
"322867","82","8","77.0000000000000000","1.00000000000000000000","47","F","false","false","usa","mobile","BFM","1","2","1323","6.0000000000000000","919.997617427402","Dreamers","15% on Group Booking Discount on hotels and flights"
"324191","86","8","80.1250000000000000","0.50000000000000000000","40","F","false","false","usa","san diego","SAN","2","4","1610","9.5000000000000000","176.27134554289609","Dreamers","15% on Group Booking Discount on hotels and flights"
"328590","383","8","1085.5000000000000000","0.25000000000000000000","56","F","false","false","usa","san diego","NZY","2","4","2596.25","8.0000000000000000","3196.694435594776","Dreamers","15% on Group Booking Discount on hotels and flights"
"330764","375","8","1061.1250000000000000","1.00000000000000000000","40","F","false","false","usa","detroit","DET","2","0","1094","0","0","Dreamers","15% on Group Booking Discount on hotels and flights"
"330893","133","8","124.0000000000000000","0.66666666666666666667","44","F","true","true","usa","oklahoma city","OKC","3","6","750","5.3333333333333333","1603.354694102698","Family Traveller","Family Suite Discount"
"331039","198","8","610.0452130000000000","3.0000000000000000","45","F","true","true","canada","london","YXU","0","0","0","0","0","Family Traveller","Family Suite Discount"
"334787","119","8","110.8750000000000000","0.66666666666666666667","53","F","false","false","usa","minneapolis","MSP","3","6","864","5.0000000000000000","1377.9597756222813","Young adult frequent travellers","Free WiFi "
"337227","83","8","77.0000000000000000","","35","F","true","false","usa","santa ana","SNA","0","0","0","0","0","Dreamers","15% on Group Booking Discount on hotels and flights"
"338086","137","8","128.5000000000000000","0.50000000000000000000","41","F","false","true","usa","washington","IAD","2","4","152.0","7.0000000000000000","2658.554844024915","Family Traveller","Family Suite Discount"
"340166","88","8","81.6250000000000000","","51","M","true","true","usa","san francisco","SFO","1","0","474","0","0","Family Traveller","Family Suite Discount"
"343928","122","8","112.7500000000000000","0.50000000000000000000","66","F","true","false","usa","el paso","BIF","2","4","348","170.5000000000000000","11233.101337738275","Senior travellers","10% discount on next booking"
"347778","162","9","133.3333333333333333","1.00000000000000000000","50","F","false","false","usa","las vegas","LSV","5","10","4474","5.6000000000000000","2557.170654426593","Young adult frequent travellers","Free WiFi "
"348817","125","8","116.0000000000000000","0.66666666666666666667","29","F","false","false","canada","calgary","YYC","4","6","2622","5.3333333333333333","2522.8680668951015","Young frequent traveller","free toys"
"348863","81","8","74.6250000000000000","","68","F","true","false","usa","san antonio","SKF","0","0","0","0","0","Senior travellers","10% discount on next booking"
"349132","133","9","110.3333333333333333","0.50000000000000000000","49","F","false","false","usa","cincinnati","CVG","3","4","3516.1","6.5000000000000000","1082.5033993933703","Young adult frequent travellers","Free WiFi "
"350648","295","8","807.1869622500000000","0.00000000000000000000","19","F","false","false","usa","lincoln","LNK","0","0","0","0","0","Dreamers","15% on Group Booking Discount on hotels and flights"
"353271","84","8","78.8750000000000000","0.00000000000000000000","27","F","false","true","usa","milwaukee","MKE","1","2","0","5.0000000000000000","1177.3169145652591","Family Traveller","Family Suite Discount"
"353694","100","8","92.5000000000000000","0.50000000000000000000","40","F","false","true","usa","new york","LGA","2","3","1634","7.5000000000000000","1336.32601700837","Family Traveller","Family Suite Discount"
"354050","172","8","159.1250000000000000","0.20000000000000000000","50","F","false","false","usa","detroit","DET","5","9","2301.60","7.6000000000000000","2093.093615859506","Young adult frequent travellers","Free WiFi "
"354260","116","8","107.8750000000000000","1.00000000000000000000","50","F","false","false","usa","providence","PVD","2","4","520","10.5000000000000000","3215.735057728185","Dreamers","15% on Group Booking Discount on hotels and flights"
"354311","98","8","92.0000000000000000","0.50000000000000000000","46","F","true","false","usa","tucson","DMA","2","4","291","7.0000000000000000","3238.7131415521753","Dreamers","15% on Group Booking Discount on hotels and flights"
"354950","100","8","94.1250000000000000","1.00000000000000000000","54","M","true","false","usa","amarillo","AMA","1","2","762","4.0000000000000000","2618.462362173801","Dreamers","15% on Group Booking Discount on hotels and flights"
"356046","101","8","94.0000000000000000","0.00000000000000000000","35","F","false","false","canada","ottawa","YOW","2","4","705","8.0000000000000000","1782.935588846813","Dreamers","15% on Group Booking Discount on hotels and flights"
"357737","419","8","1101.1250000000000000","0.40000000000000000000","42","F","true","true","usa","san diego","SAN","4","6","1236.10","6.3333333333333333","3872.355316895139","Family Traveller","Family Suite Discount"
"359072","318","8","983.7236021250000000","0.25000000000000000000","52","F","true","true","canada","montreal","YUL","2","4","447","8.0000000000000000","385.59839050686776","Family Traveller","Family Suite Discount"
"359080","126","8","119.0000000000000000","1.00000000000000000000","42","F","true","false","usa","new york","JFK","4","8","1383","76.2500000000000000","4684.897493471022","Young adult frequent travellers","Free WiFi "
"359653","127","8","118.0000000000000000","1.00000000000000000000","56","M","false","false","canada","victoria","YYJ","2","4","649.2","6.5000000000000000","2138.3980455686524","Dreamers","15% on Group Booking Discount on hotels and flights"
"361459","59","8","56.0000000000000000","1.00000000000000000000","42","F","true","true","usa","houston","EFD","1","2","165","6.0000000000000000","2403.5430407745216","Family Traveller","Family Suite Discount"
"361759","139","9","113.8888888888888889","0.50000000000000000000","53","F","true","false","canada","winnipeg","YWG","4","8","119.70","7.7500000000000000","2133.3076218621604","Young adult frequent travellers","Free WiFi "
"363535","248","8","851.5935587500000000","0.75000000000000000000","31","F","false","false","usa","charlotte","CLT","2","3","355","8.5000000000000000","2098.1909747595387","Dreamers","15% on Group Booking Discount on hotels and flights"
"365825","355","8","1042.7500000000000000","1.00000000000000000000","45","F","false","false","usa","los angeles","LAX","1","2","950","6.0000000000000000","383.04736325462943","Dreamers","15% on Group Booking Discount on hotels and flights"
"371201","105","8","97.1250000000000000","3.0000000000000000","29","M","false","true","usa","new york","JFK","1","2","0","8.0000000000000000","1060.9488580245406","Family Traveller","Family Suite Discount"
"372970","100","8","94.6250000000000000","0.50000000000000000000","35","F","false","false","usa","charlotte","CLT","2","4","408","6.0000000000000000","4048.0877645008654","Dreamers","15% on Group Booking Discount on hotels and flights"
"373489","118","9","96.4444444444444444","3.0000000000000000","38","F","true","true","usa","wichita","ICT","1","2","1224","223.0000000000000000","20504.143209543832","Family Traveller","Family Suite Discount"
"374331","338","8","1031.2500000000000000","1.00000000000000000000","43","M","false","false","usa","milwaukee","MKE","1","0","6720","0","0","Dreamers","15% on Group Booking Discount on hotels and flights"
"374340","78","9","64.4444444444444444","1.00000000000000000000","35","F","true","false","usa","new york","LGA","1","2","0","336.0000000000000000","16455.388252489083","Dreamers","15% on Group Booking Discount on hotels and flights"
"374341","105","8","98.1250000000000000","","26","F","false","false","usa","detroit","YIP","3","0","6840","0","0","Young frequent traveller","free toys"
"375160","41","8","38.0000000000000000","","21","F","false","false","usa","houston","EFD","0","0","0","0","0","Dreamers","15% on Group Booking Discount on hotels and flights"
"375729","142","8","131.1250000000000000","0.33333333333333333333","54","F","false","false","usa","atlanta","ATL","3","6","1667","6.0000000000000000","1877.015464621399","Young adult frequent travellers","Free WiFi "
"375751","192","8","176.7500000000000000","0.33333333333333333333","51","F","true","false","usa","cleveland","CLE","3","6","999","8.0000000000000000","1321.671711181997","Young adult frequent travellers","Free WiFi "
"376159","102","8","95.5000000000000000","1.00000000000000000000","43","F","false","false","usa","long beach","LGB","2","2","708","9.0000000000000000","2175.006152558628","Dreamers","15% on Group Booking Discount on hotels and flights"
"377069","260","8","956.6250000000000000","1.00000000000000000000","69","F","true","false","usa","new york","LGA","0","0","0","0","0","Senior travellers","10% discount on next booking"
"377411","118","8","110.6250000000000000","0.00000000000000000000","38","F","true","false","canada","montreal","YMX","2","4","1026","5.0000000000000000","1493.4495584275169","Dreamers","15% on Group Booking Discount on hotels and flights"
"378565","136","8","127.1250000000000000","0.50000000000000000000","41","F","true","true","usa","nashville","BNA","5","4","8600","4.5000000000000000","2021.5747115610534","Family Traveller","Family Suite Discount"
"379543","104","8","95.6250000000000000","0.33333333333333333333","57","F","true","false","usa","san jose","SJC","3","6","1535","6.0000000000000000","2196.6602684170643","Young adult frequent travellers","Free WiFi "
"380434","114","8","104.3750000000000000","0.33333333333333333333","50","F","true","true","usa","oklahoma city","TIK","3","6","1426","9.3333333333333333","1929.341973733958","Family Traveller","Family Suite Discount"
"380436","107","8","99.3750000000000000","1.00000000000000000000","45","F","false","false","usa","new york","LGA","1","2","594.0","9.0000000000000000","576.1819985601524","Dreamers","15% on Group Booking Discount on hotels and flights"
"380757","122","8","114.1250000000000000","0.33333333333333333333","47","F","false","true","usa","los angeles","LAX","3","5","1310.35","7.6666666666666667","1693.1750848546426","Family Traveller","Family Suite Discount"
"380874","117","8","109.0000000000000000","0.66666666666666666667","55","F","true","false","usa","louisville","LOU","3","6","405.60","7.3333333333333333","1430.339629729443","Young adult frequent travellers","Free WiFi "
"380949","432","8","1115.8750000000000000","0.16666666666666666667","47","F","false","false","usa","san antonio","SAT","4","8","1654","7.0000000000000000","2065.6173157979183","Young adult frequent travellers","Free WiFi "
"381259","97","8","91.0000000000000000","1.00000000000000000000","22","F","false","true","usa","san diego","SAN","1","2","68","5.0000000000000000","3816.768005261937","Family Traveller","Family Suite Discount"
"381465","245","8","418.6801800000000000","0.00000000000000000000","34","F","false","false","usa","san antonio","SAT","3","2","2976","6.0000000000000000","1712.0270202241186","Young adult frequent travellers","Free WiFi "
"382181","106","8","98.1250000000000000","0.66666666666666666667","37","F","true","false","canada","halifax","YHZ","3","6","672","5.3333333333333333","2089.9447020787297","Young adult frequent travellers","Free WiFi "
"382384","75","8","70.1250000000000000","1.00000000000000000000","57","F","true","false","usa","st. petersburg","PIE","1","2","0","9.0000000000000000","1239.895526663839","Dreamers","15% on Group Booking Discount on hotels and flights"
"382533","70","8","65.2500000000000000","","19","F","false","false","usa","long beach","LGB","0","0","0","0","0","Dreamers","15% on Group Booking Discount on hotels and flights"
"385689","92","8","85.7500000000000000","0.33333333333333333333","50","F","false","true","usa","nashville","BNA","4","6","3545","7.3333333333333333","1940.2176416958227","Family Traveller","Family Suite Discount"
"386255","64","8","59.5000000000000000","","33","F","false","true","usa","mobile","BFM","1","0","2144","0","0","Family Traveller","Family Suite Discount"
"386469","95","9","79.0000000000000000","","18","F","false","false","usa","stockton","SCK","0","0","0","0","0","Dreamers","15% on Group Booking Discount on hotels and flights"
"386914","294","8","987.3750000000000000","3.0000000000000000","47","F","true","true","canada","hamilton","YHM","1","2","577.8","7.0000000000000000","652.4026067759777","Family Traveller","Family Suite Discount"
"387282","87","8","80.1250000000000000","","31","F","false","true","usa","amarillo","AMA","1","0","3564.0","0","0","Family Traveller","Family Suite Discount"
"387783","87","8","79.8750000000000000","0.00000000000000000000","54","M","true","true","usa","oakland","OAK","3","2","2649","8.0000000000000000","2296.188043393657","Family Traveller","Family Suite Discount"
"388328","135","9","110.4444444444444444","1.00000000000000000000","51","F","true","true","canada","toronto","YYZ","5","6","4770.9","6.6666666666666667","2451.7037762897517","Family Traveller","Family Suite Discount"
"388767","104","8","97.1250000000000000","1.00000000000000000000","45","F","true","true","usa","tallahassee","TLH","1","2","1890","5.0000000000000000","2119.043462511673","Family Traveller","Family Suite Discount"
"388947","112","9","92.5555555555555556","0.66666666666666666667","41","M","false","false","usa","new york","LGA","3","6","684","7.3333333333333333","2373.170069640812","Young adult frequent travellers","Free WiFi "
"389434","444","8","1127.5000000000000000","0.50000000000000000000","42","F","false","false","usa","new york","LGA","4","8","1202","5.7500000000000000","2395.537474070447","Young adult frequent travellers","Free WiFi "
"389662","146","8","135.7500000000000000","1.00000000000000000000","39","F","false","false","usa","fresno","FAT","3","4","815","8.5000000000000000","1877.971150934258","Young adult frequent travellers","Free WiFi "
"389759","156","8","143.8750000000000000","0.33333333333333333333","33","F","false","true","usa","anchorage","ANC","3","6","2384","5.6666666666666667","3955.9332424739164","Family Traveller","Family Suite Discount"
"390811","132","8","122.3750000000000000","0.66666666666666666667","41","F","false","false","usa","los angeles","LAX","3","6","1278","7.0000000000000000","2120.372291221796","Young adult frequent travellers","Free WiFi "
"392453","78","8","72.3750000000000000","1.00000000000000000000","58","F","false","false","usa","el paso","ELP","1","2","1166","7.0000000000000000","2501.8639303522496","Dreamers","15% on Group Booking Discount on hotels and flights"
"395202","71","8","66.2500000000000000","","27","F","false","false","usa","san jose","SJC","1","0","2964","0","0","Dreamers","15% on Group Booking Discount on hotels and flights"
"395981","101","8","95.2500000000000000","1.00000000000000000000","52","F","true","false","canada","vancouver","YVR","3","6","1399","9.3333333333333333","2642.5505977128146","Young adult frequent travellers","Free WiFi "
"396552","109","8","101.3750000000000000","0.50000000000000000000","46","F","true","false","canada","london","YXU","4","6","450","7.5000000000000000","1557.1521505812268","Young adult frequent travellers","Free WiFi "
"399137","155","8","143.2500000000000000","1.00000000000000000000","54","F","true","false","usa","dallas","DAL","4","4","6424","6.5000000000000000","2243.84321920388","Young adult frequent travellers","Free WiFi "
"399218","121","8","113.6250000000000000","0.50000000000000000000","44","F","true","true","usa","fort worth","FTW","2","4","246","6.5000000000000000","1372.4273359330314","Family Traveller","Family Suite Discount"
"399799","126","8","116.7500000000000000","0.50000000000000000000","56","F","true","false","canada","toronto","YTZ","4","7","609","6.2500000000000000","2008.7900179658168","Young adult frequent travellers","Free WiFi "
"400275","99","8","92.2500000000000000","0.50000000000000000000","56","F","true","true","usa","phoenix","LUF","2","4","1052","9.0000000000000000","3204.7988536283824","Family Traveller","Family Suite Discount"
"400582","125","8","116.3750000000000000","0.00000000000000000000","33","F","true","false","usa","chicago","ORD","4","6","2549","6.6666666666666667","1211.3015547344212","Young adult frequent travellers","Free WiFi "
"400899","255","8","235.3750000000000000","0.66666666666666666667","46","F","true","false","canada","quebec","YQB","3","6","2230","5.3333333333333333","1733.1181930309951","Young adult frequent travellers","Free WiFi "
"401245","120","8","111.8750000000000000","0.00000000000000000000","29","F","false","false","usa","omaha","OFF","3","6","722","7.0000000000000000","1798.81943592929","Young frequent traveller","free toys"
"402332","137","8","127.1250000000000000","0.00000000000000000000","33","F","false","false","usa","sacramento","MCC","2","4","103.55","13.5000000000000000","2140.334453280422","Dreamers","15% on Group Booking Discount on hotels and flights"
"402978","115","8","107.0000000000000000","0.75000000000000000000","52","F","true","false","usa","milwaukee","MKE","4","8","1831","5.2500000000000000","1919.7234730281277","Young adult frequent travellers","Free WiFi "
"403881","133","8","122.3750000000000000","0.75000000000000000000","45","F","false","false","usa","san diego","NZY","4","7","1792","7.5000000000000000","3121.1765693300104","Young adult frequent travellers","Free WiFi "
"404879","127","8","118.0000000000000000","0.50000000000000000000","39","F","true","false","usa","newark","EWR","4","7","5029","7.0000000000000000","1279.4990182135116","Young adult frequent travellers","Free WiFi "
"405305","139","9","114.7777777777777778","0.66666666666666666667","46","F","true","true","usa","san francisco","SFO","3","5","1282","10.3333333333333333","2908.7065516687676","Family Traveller","Family Suite Discount"
"406210","93","8","86.5000000000000000","0.50000000000000000000","22","F","false","true","usa","anchorage","ANC","2","3","1326","157.0000000000000000","9470.53879889213","Family Traveller","Family Suite Discount"
"407118","112","8","171.5000000000000000","0.75000000000000000000","53","F","true","false","usa","new york","JFK","2","3","1896","7.0000000000000000","1238.274063189229","Dreamers","15% on Group Booking Discount on hotels and flights"
"407250","143","8","133.0000000000000000","0.25000000000000000000","37","F","false","false","usa","laredo","LRD","4","8","1025","5.5000000000000000","2888.768645591912","Young adult frequent travellers","Free WiFi "
"407275","126","8","117.8750000000000000","0.50000000000000000000","43","F","false","false","usa","philadelphia","PNE","4","8","2414","5.5000000000000000","1032.0399957671734","Young adult frequent travellers","Free WiFi "
"407434","62","8","57.6250000000000000","","53","F","true","true","canada","halifax","YAW","1","0","3186","0","0","Family Traveller","Family Suite Discount"
"407642","111","8","103.7500000000000000","0.00000000000000000000","30","F","false","false","canada","hamilton","YHM","2","4","750","8.0000000000000000","1269.2775999009425","Dreamers","15% on Group Booking Discount on hotels and flights"
"408551","93","9","77.8888888888888889","0.50000000000000000000","44","F","true","true","usa","chicago","UGN","2","4","944","4.5000000000000000","1697.8754755020882","Family Traveller","Family Suite Discount"
"409073","178","8","165.0000000000000000","1.00000000000000000000","43","F","true","false","usa","sacramento","MCC","3","6","803","6.3333333333333333","3089.749565498349","Young adult frequent travellers","Free WiFi "
"411179","366","8","1052.5000000000000000","0.33333333333333333333","52","F","false","false","usa","san jose","SJC","2","2","4483","11.0000000000000000","2518.1404135150206","Dreamers","15% on Group Booking Discount on hotels and flights"
"411701","157","8","144.8750000000000000","1.00000000000000000000","41","F","false","false","canada","calgary","YYC","2","2","316","16.0000000000000000","3040.9760479434613","Dreamers","15% on Group Booking Discount on hotels and flights"
"413128","161","10","119.8000000000000000","0.25000000000000000000","30","F","false","false","canada","hamilton","YHM","5","8","12053.2","6.2500000000000000","1014.5323737100861","Young adult frequent travellers","Free WiFi "
"413340","120","8","112.2500000000000000","0.66666666666666666667","48","F","true","true","usa","nashville","BNA","3","6","1096","8.3333333333333333","987.4565980088882","Family Traveller","Family Suite Discount"
"413418","98","8","91.0000000000000000","1.5000000000000000","55","F","false","false","usa","knoxville","TYS","3","4","210","9.5000000000000000","1066.041766957145","Young adult frequent travellers","Free WiFi "
"413658","180","8","547.7315255000000000","1.6666666666666667","52","F","true","true","usa","philadelphia","PNE","2","2","1593","8.0000000000000000","1100.4101118579067","Family Traveller","Family Suite Discount"
"414128","136","9","112.0000000000000000","0.33333333333333333333","28","F","false","false","usa","seattle","BFI","4","5","4609.4","9.6666666666666667","3412.3999746123004","Young frequent traveller","free toys"
"415282","93","8","87.0000000000000000","0.00000000000000000000","42","F","true","true","usa","portland","PWM","2","4","2892","7.5000000000000000","2188.9908056221952","Family Traveller","Family Suite Discount"
